"","FID","FID_allNY_","Field1","X","Species","Date","Month","Day","Year","Week","Lat","Long","Method","FID_allNY1","FID_allNY_10km","Id","Shape_Leng","Shape_Area","FID_","Deciduous","bobcat","fisher","duplicate"
"424",423,851,3317,3317,"Canis latrans","7/18/20",7,18,2020,28,41.3663,-73.739235,"GBIF",5359,5360,0,12649.1106,9999999.937,5360,96.97732997,0.192859705,0.686737701,FALSE
"425",424,761,3225,3225,"Canis latrans","6/20/22",6,20,2022,24,41.377553,-74.239237,"GBIF",10004,10005,0,12649.1106,9999999.937,10005,44.732266,0.033594588,0.436379723,FALSE
"426",425,1271,70203,90807,"Canis latrans","10/6/19",10,6,2019,39,41.39408,-73.99502,"Snapshot USA - 2019; emammal.si.edu",2376,2377,0,12649.1106,9999999.937,2377,51.72258703,0.276034997,0.753416142,FALSE
"427",426,1268,70169,90773,"Canis latrans","10/11/19",10,11,2019,40,41.39831,-74.00182,"Snapshot USA - 2019; emammal.si.edu",2376,2377,0,12649.1106,9999999.937,2377,51.72258703,0.276034997,0.753416142,FALSE
"428",427,1269,70181,90785,"Canis latrans","10/19/19",10,19,2019,41,41.39831,-74.00182,"Snapshot USA - 2019; emammal.si.edu",2376,2377,0,12649.1106,9999999.937,2377,51.72258703,0.276034997,0.753416142,FALSE
"429",428,1270,70189,90793,"Canis latrans","10/25/19",10,25,2019,42,41.39831,-74.00182,"Snapshot USA - 2019; emammal.si.edu",2376,2377,0,12649.1106,9999999.937,2377,51.72258703,0.276034997,0.753416142,FALSE
"430",429,1265,69984,90588,"Canis latrans","10/10/19",10,10,2019,40,41.39893,-74.02895,"Snapshot USA - 2019; emammal.si.edu",9174,9175,0,12649.1106,9999999.937,9175,44.39847708,0.482214579,0.870046309,FALSE
"431",430,1266,70049,90653,"Canis latrans","9/28/19",9,28,2019,38,41.40709,-74.01556,"Snapshot USA - 2019; emammal.si.edu",9339,9340,0,12649.1106,9999999.937,9340,71.98536907,0.449066073,0.866510005,FALSE
"432",431,1267,70066,90670,"Canis latrans","10/9/19",10,9,2019,40,41.40709,-74.01556,"Snapshot USA - 2019; emammal.si.edu",9339,9340,0,12649.1106,9999999.937,9340,71.98536907,0.449066073,0.866510005,FALSE
"433",432,120,2370,2370,"Canis latrans","6/6/22",6,6,2022,22,41.409611,-73.745069,"GBIF",5467,5468,0,12649.1106,9999999.937,5468,88.26527553,0.556703042,0.899384629,FALSE
"434",433,1264,69789,90393,"Canis latrans","10/3/19",10,3,2019,39,41.41109,-74.02357,"Snapshot USA - 2019; emammal.si.edu",9339,9340,0,12649.1106,9999999.937,9340,71.98536907,0.449066073,0.866510005,FALSE
"435",434,1660,81161,101765,"Canis latrans","6/14/06",6,14,2006,23,41.46775,-73.90401,"NYSM: PRESERVED_SPECIMEN; via gbif.org",8809,8810,0,12649.1106,9999999.937,8810,90.54386281,0.564144182,0.901005968,FALSE
"437",436,1152,64642,85246,"Canis latrans","8/3/18",8,3,2018,30,41.4855,-74.394,"NYS Nuisance Wildlife Complaint",1828,1829,0,12649.1106,9999999.937,1829,93.11388914,0.140120849,0.577339882,FALSE
"438",437,881,3347,3347,"Canis latrans","8/20/13",8,20,2013,33,41.502143,-74.556906,"GBIF",4601,4602,0,12649.1106,9999999.937,4602,60.93576717,0.268669441,0.932898716,FALSE
"439",438,747,3211,3211,"Canis latrans","4/27/22",4,27,2022,16,41.508283,-73.587027,"GBIF",7742,7743,0,12649.1106,9999999.937,7743,38.3900186,0.248125204,0.706467433,FALSE
"440",439,1151,64606,85210,"Canis latrans","2/10/20",2,10,2020,5,41.51151,-73.93241,"NYS Nuisance Wildlife Complaint",9797,9798,0,12649.1106,9999999.937,9798,37.6832449,0.09716805,0.527333279,FALSE
"441",440,143,2393,2393,"Canis latrans","5/1/21",5,1,2021,17,41.515963,-74.45932,"GBIF",3404,3405,0,12649.1106,9999999.937,3405,109.8621103,0.333944695,0.833619235,FALSE
"442",441,1150,64588,85192,"Canis latrans","1/28/19",1,28,2019,3,41.53987,-74.20727,"NYS Nuisance Wildlife Complaint",947,948,0,12649.1106,9999999.937,948,70.29376499,0.071444914,0.470877035,FALSE
"443",442,809,3273,3273,"Canis latrans","6/23/22",6,23,2022,24,41.542913,-74.475248,"GBIF",7710,7711,0,12649.1106,9999999.937,7711,66.60072535,0.424425137,0.877017629,FALSE
"444",443,116,2366,2366,"Canis latrans","10/13/18",10,13,2018,40,41.643617,-73.566325,"GBIF",11899,11900,0,12649.1106,9999999.937,11900,72.6345779,0.140423663,0.599659222,FALSE
"445",444,145,2395,2395,"Canis latrans","1/23/19",1,23,2019,3,41.654278,-73.573564,"GBIF",11899,11900,0,12649.1106,9999999.937,11900,72.6345779,0.140423663,0.599659222,FALSE
"446",445,133,2383,2383,"Canis latrans","1/31/22",1,31,2022,4,41.666922,-73.898788,"GBIF",10628,10629,0,12649.1106,9999999.937,10629,47.19074174,0.039197006,0.36703487,FALSE
"447",446,802,3266,3266,"Canis latrans","5/10/18",5,10,2018,18,41.675413,-73.567297,"GBIF",9533,9534,0,12649.1106,9999999.937,9534,101.7086331,0.21496053,0.764391804,FALSE
"448",447,717,3181,3181,"Canis latrans","8/15/21",8,15,2021,32,41.6833,-74.290598,"GBIF",7929,7930,0,12649.1106,9999999.937,7930,46.69843839,0.47901301,0.837765282,FALSE
"449",448,102,2352,2352,"Canis latrans","1/9/18",1,9,2018,1,41.689872,-74.372033,"GBIF",2952,2953,0,12649.1106,9999999.937,2953,52.9029164,0.290885572,0.971436738,FALSE
"450",449,707,3141,3141,"Canis latrans","3/21/19",3,21,2019,11,41.689964,-74.37121,"GBIF",2952,2953,0,12649.1106,9999999.937,2953,52.9029164,0.290885572,0.971436738,FALSE
"451",450,45,2295,2295,"Canis latrans","2/16/20",2,16,2020,6,41.700458,-74.239236,"GBIF",12357,12358,0,12649.1106,9999999.937,12358,16.30695444,0.198382204,0.999569415,FALSE
"452",451,80,2330,2330,"Canis latrans","5/21/21",5,21,2021,20,41.723367,-73.931305,"GBIF",969,970,0,12649.1106,9999999.937,970,69.40696768,0.109793608,0.536736415,FALSE
"453",452,1149,64384,84988,"Canis latrans","1/9/20",1,9,2020,1,41.72882,-73.99607,"NYS Nuisance Wildlife Complaint",2946,2947,0,12649.1106,9999999.937,2947,75.91293398,0.20850822,0.687921769,FALSE
"454",453,1148,64353,84957,"Canis latrans","8/15/18",8,15,2018,32,41.75255,-74.41694,"NYS Nuisance Wildlife Complaint",7564,7565,0,12649.1106,9999999.937,7565,44.98995894,0.291056695,0.971769122,FALSE
"455",454,149,2408,2408,"Canis latrans","9/22/00",9,22,2000,37,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"456",455,150,2409,2409,"Canis latrans","10/10/00",10,10,2000,40,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"457",456,151,2410,2410,"Canis latrans","10/2/01",10,2,2001,39,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"458",457,152,2411,2411,"Canis latrans","7/5/02",7,5,2002,26,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"459",458,153,2412,2412,"Canis latrans","2/27/03",2,27,2003,8,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"460",459,154,2413,2413,"Canis latrans","3/26/03",3,26,2003,12,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"461",460,155,2414,2414,"Canis latrans","8/25/03",8,25,2003,33,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"462",461,156,2415,2415,"Canis latrans","9/2/03",9,2,2003,34,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"463",462,157,2416,2416,"Canis latrans","12/31/03",12,31,2003,52,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"464",463,158,2417,2417,"Canis latrans","2/23/04",2,23,2004,7,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"465",464,159,2418,2418,"Canis latrans","1/31/05",1,31,2005,4,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"466",465,160,2419,2419,"Canis latrans","2/24/05",2,24,2005,7,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"467",466,161,2420,2420,"Canis latrans","5/12/05",5,12,2005,18,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"468",467,162,2421,2421,"Canis latrans","10/17/05",10,17,2005,41,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"470",469,164,2423,2423,"Canis latrans","5/5/06",5,5,2006,17,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"471",470,165,2424,2424,"Canis latrans","6/5/06",6,5,2006,22,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"472",471,166,2425,2425,"Canis latrans","2/7/07",2,7,2007,5,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"473",472,167,2426,2426,"Canis latrans","3/29/07",3,29,2007,12,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"474",473,168,2427,2427,"Canis latrans","10/4/07",10,4,2007,39,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"475",474,169,2428,2428,"Canis latrans","10/21/07",10,21,2007,41,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"476",475,170,2429,2429,"Canis latrans","2/27/08",2,27,2008,8,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"477",476,171,2430,2430,"Canis latrans","3/25/08",3,25,2008,12,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"478",477,172,2431,2431,"Canis latrans","2/23/09",2,23,2009,7,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"479",478,173,2432,2432,"Canis latrans","4/29/09",4,29,2009,16,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"480",479,174,2433,2433,"Canis latrans","5/28/09",5,28,2009,21,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"481",480,175,2434,2434,"Canis latrans","3/2/10",3,2,2010,8,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"482",481,176,2435,2435,"Canis latrans","8/2/10",8,2,2010,30,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"483",482,177,2436,2436,"Canis latrans","1/31/11",1,31,2011,4,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"484",483,178,2437,2437,"Canis latrans","4/15/11",4,15,2011,14,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"485",484,179,2438,2438,"Canis latrans","11/29/12",11,29,2012,47,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"486",485,180,2453,2453,"Canis latrans","5/1/01",5,1,2001,17,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"487",486,181,2454,2454,"Canis latrans","1/31/02",1,31,2002,4,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"488",487,182,2455,2455,"Canis latrans","4/24/03",4,24,2003,16,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"490",489,184,2457,2457,"Canis latrans","3/31/04",3,31,2004,12,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"491",490,185,2458,2458,"Canis latrans","5/24/04",5,24,2004,20,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"492",491,186,2459,2459,"Canis latrans","3/20/05",3,20,2005,11,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"493",492,187,2460,2460,"Canis latrans","6/17/05",6,17,2005,23,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"494",493,188,2461,2461,"Canis latrans","8/4/05",8,4,2005,30,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"495",494,189,2462,2462,"Canis latrans","12/8/05",12,8,2005,48,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"496",495,190,2463,2463,"Canis latrans","1/8/06",1,8,2006,1,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"497",496,191,2464,2464,"Canis latrans","9/6/06",9,6,2006,35,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"498",497,192,2465,2465,"Canis latrans","10/14/06",10,14,2006,40,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"499",498,193,2466,2466,"Canis latrans","1/15/08",1,15,2008,2,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"501",500,195,2468,2468,"Canis latrans","5/22/08",5,22,2008,20,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"502",501,196,2469,2469,"Canis latrans","7/15/08",7,15,2008,28,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"503",502,197,2470,2470,"Canis latrans","10/13/08",10,13,2008,40,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"504",503,198,2471,2471,"Canis latrans","1/29/09",1,29,2009,4,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"505",504,199,2472,2472,"Canis latrans","6/23/09",6,23,2009,24,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"506",505,200,2473,2473,"Canis latrans","8/2/09",8,2,2009,30,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"507",506,201,2474,2474,"Canis latrans","7/22/10",7,22,2010,28,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"508",507,202,2475,2475,"Canis latrans","7/6/11",7,6,2011,26,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"509",508,203,2476,2476,"Canis latrans","11/17/11",11,17,2011,45,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"510",509,204,2477,2477,"Canis latrans","12/30/11",12,30,2011,51,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"511",510,205,2492,2492,"Canis latrans","12/21/00",12,21,2000,50,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"512",511,206,2493,2493,"Canis latrans","2/1/01",2,1,2001,4,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"513",512,207,2494,2494,"Canis latrans","3/27/01",3,27,2001,12,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"514",513,208,2495,2495,"Canis latrans","1/25/02",1,25,2002,3,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"515",514,209,2496,2496,"Canis latrans","12/30/04",12,30,2004,52,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"516",515,210,2497,2497,"Canis latrans","3/10/05",3,10,2005,9,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"517",516,211,2498,2498,"Canis latrans","5/19/05",5,19,2005,19,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"518",517,212,2499,2499,"Canis latrans","9/4/05",9,4,2005,35,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"519",518,213,2500,2500,"Canis latrans","11/3/05",11,3,2005,43,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"520",519,214,2501,2501,"Canis latrans","5/25/06",5,25,2006,20,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"521",520,215,2502,2502,"Canis latrans","8/28/06",8,28,2006,34,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"522",521,216,2503,2503,"Canis latrans","3/5/07",3,5,2007,9,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"523",522,217,2504,2504,"Canis latrans","4/19/07",4,19,2007,15,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"524",523,218,2505,2505,"Canis latrans","5/31/07",5,31,2007,21,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"526",525,220,2507,2507,"Canis latrans","6/26/08",6,26,2008,25,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"527",526,221,2508,2508,"Canis latrans","10/14/08",10,14,2008,41,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"528",527,222,2509,2509,"Canis latrans","10/30/08",10,30,2008,43,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"529",528,223,2510,2510,"Canis latrans","2/9/09",2,9,2009,5,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"530",529,224,2511,2511,"Canis latrans","2/15/09",2,15,2009,6,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"531",530,225,2512,2512,"Canis latrans","4/3/09",4,3,2009,13,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"532",531,226,2513,2513,"Canis latrans","10/29/09",10,29,2009,43,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"533",532,227,2514,2514,"Canis latrans","6/10/10",6,10,2010,22,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"534",533,228,2515,2515,"Canis latrans","2/9/12",2,9,2012,5,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"535",534,229,2516,2516,"Canis latrans","4/26/12",4,26,2012,16,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"536",535,230,2523,2523,"Canis latrans","3/3/00",3,3,2000,8,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"537",536,231,2524,2524,"Canis latrans","5/4/00",5,4,2000,17,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"539",538,233,2526,2526,"Canis latrans","3/24/01",3,24,2001,11,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"540",539,234,2527,2527,"Canis latrans","5/3/02",5,3,2002,17,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"541",540,235,2528,2528,"Canis latrans","1/31/03",1,31,2003,4,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"543",542,237,2530,2530,"Canis latrans","8/7/03",8,7,2003,31,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"544",543,238,2531,2531,"Canis latrans","1/27/05",1,27,2005,3,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"545",544,239,2532,2532,"Canis latrans","4/21/05",4,21,2005,15,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"546",545,240,2533,2533,"Canis latrans","6/2/05",6,2,2005,21,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"547",546,241,2534,2534,"Canis latrans","8/6/05",8,6,2005,31,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"548",547,242,2535,2535,"Canis latrans","8/30/05",8,30,2005,34,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"549",548,243,2536,2536,"Canis latrans","8/14/06",8,14,2006,32,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"550",549,244,2537,2537,"Canis latrans","11/10/06",11,10,2006,44,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"552",551,246,2539,2539,"Canis latrans","8/9/07",8,9,2007,31,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"553",552,247,2540,2540,"Canis latrans","2/25/08",2,25,2008,7,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"554",553,248,2541,2541,"Canis latrans","9/25/08",9,25,2008,38,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"555",554,249,2542,2542,"Canis latrans","11/7/08",11,7,2008,44,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"556",555,250,2543,2543,"Canis latrans","2/26/09",2,26,2009,8,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"557",556,251,2544,2544,"Canis latrans","6/10/09",6,10,2009,22,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"558",557,252,2545,2545,"Canis latrans","2/23/11",2,23,2011,7,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"559",558,253,2546,2546,"Canis latrans","3/13/12",3,13,2012,10,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"560",559,254,2547,2547,"Canis latrans","4/10/12",4,10,2012,14,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"561",560,255,2548,2548,"Canis latrans","10/31/12",10,31,2012,43,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"562",561,256,2549,2549,"Canis latrans","4/11/13",4,11,2013,14,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"563",562,257,2550,2550,"Canis latrans","2/26/14",2,26,2014,8,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"564",563,258,2551,2551,"Canis latrans","6/13/15",6,13,2015,23,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"565",564,259,2561,2561,"Canis latrans","9/6/01",9,6,2001,35,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"566",565,260,2562,2562,"Canis latrans","9/20/01",9,20,2001,37,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"568",567,262,2564,2564,"Canis latrans","3/19/02",3,19,2002,11,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"569",568,263,2565,2565,"Canis latrans","7/23/02",7,23,2002,29,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"572",571,266,2568,2568,"Canis latrans","11/18/03",11,18,2003,45,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"573",572,267,2569,2569,"Canis latrans","2/1/04",2,1,2004,4,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
"575",574,269,2571,2571,"Canis latrans","3/29/05",3,29,2005,12,41.754,-74.153,"GBIF",3166,3167,0,12649.1106,9999999.937,3167,33.45925526,0.294354502,0.989689078,FALSE
