FID,plot_id,Open.Water,Developed.Open,Developed.Low,Developed.Mid,Developed.High,Barren,Deciduous,Coniferous,Mixed,Scrub,Grassland,Pasture,Cultivated.Crops,Woody.Wetlands,Herbaceus.Wetlands,road_density,elevation,forest_edge,X,Y,random,PO_join_count_truncated
2190,2191,0.000900009,0.045540455,0.006660067,0.000900009,0,0,0.546935469,0.018360184,0.058050581,0.027540275,0.001350014,0.08397084,0.106831068,0.102151022,0.000810008,1.295572042,109.1192169,89.94089941,366477.5086,4794567.35,0.643094446,0
2191,2192,0.000989387,0.170174492,0.153624753,0.115848174,0.028512322,0.001079331,0.332254003,0.00170894,0.013671524,0.000449721,0.005036877,0.054326318,8.99E-05,0.119985609,0.002248606,3.693785191,62.4829216,110.0317803,594161.5001,4607992.968,0.880503383,1
2192,2193,0.035431655,0.038309353,0.002338129,0.000899281,0,0.000269784,0.614208633,0.106384892,0.085971223,0.018705036,0.003057554,0.021672662,0.001079137,0.069514388,0.002158273,0.902423739,339.1404114,67.53597122,508780.0032,4930545.289,0.6975668,1
2193,2194,0.005935252,0.040917266,0.021043165,0.009622302,0.00044964,0.000179856,0.493345324,0.044784173,0.153327338,0.001079137,0.001528777,0.110071942,0.0375,0.075,0.005215827,1.541754723,437.0458069,65.82733813,505617.7256,4706023.575,0.463747623,0
2194,2195,0.000629553,0.055400666,0.002788021,0.000359745,8.99E-05,0.000449681,0.306142639,0.056120155,0.267470096,0.001438978,0.000449681,0.2995773,0.007554636,0.000989298,0.000539617,1.522671461,440.6733093,61.6961957,407587.1181,4652264.855,0.21499827,0
2195,2196,0.000810446,0.082845565,0.050427735,0.02089149,0.010535795,0.000450248,0.170013507,0.000900495,0.012516884,0.007744259,0.011256191,0.385592076,0.201080594,0.036019811,0.008914903,1.507410169,243.9412537,46.19540747,271609.1788,4743970.907,0.684632339,14
2196,2197,0.017916629,0.144413433,0.299450797,0.189159989,0.093994778,0.002700999,0.075267849,0.000900333,0.033942559,0.005311965,0.001170433,0.034302692,0.037183758,0.050058522,0.014225263,4.959370136,151.5550079,43.0959455,281096.0117,4785080.517,0.305937166,4
2197,2198,0.001529878,0.051025918,0.010529158,0.002159827,0.000449964,0,0.197804176,0.000719942,0.018088553,0.005399568,0.000899928,0.069114471,0.574514039,0.066954644,0.000809935,1.897173166,171.8558807,53.87568994,334854.732,4766106.851,0.049095826,0
2198,2199,0.012769784,0.049190647,0.021402878,0.004046763,0.000269784,0.000719424,0.396402878,0.128507194,0.164748201,0.00368705,0.002967626,0.135071942,0,0.074460432,0.005755396,1.850363731,216.0773773,94.2146283,584674.6672,4693374.464,0.742694058,2
2199,2200,0.080935252,0.046852518,0.001978417,0.001438849,8.99E-05,0,0.509622302,0.082194245,0.019064748,0.041546763,0.003956835,0.000179856,0,0.210971223,0.001169065,0.639750421,487.957428,69.60431655,546727.3352,4917896.178,0.27238202,1
2200,2201,0.047944589,0.15822614,0.123234686,0.072411622,0.014662229,0.001439237,0.4700009,0.002608617,0.015561752,0.004047855,0.00233876,0.06422596,0,0.022937843,0.000359809,3.131550312,144.7674866,126.0232077,603648.3331,4607992.968,0.313696278,6
2201,2202,9.00E-05,0.03699037,0.007830078,0.00297003,0.000450005,0.000450005,0.231572316,0.007380074,0.049230492,0.002250023,0.000540005,0.012600126,0.564665647,0.080370804,0.002610026,1.618643999,334.5584412,45.8104581,328530.1767,4731321.796,0.313590925,0
2202,2203,0.205792409,0.027522936,0.12637165,0.271001979,0.219553877,0.024914553,0.021496672,0.000899442,0.003148048,0.01933801,0.024105055,0.01592013,0.002878216,0.031930203,0.005126821,4.53293705,123.0879593,14.78083588,401262.5628,4769269.128,0.443824014,6
2203,2204,0.253014216,0.050566853,0.014666187,0.005488573,0.000449883,0.000359906,0.11876912,0.106262372,0.062983624,0.019524924,0.006928199,0.03023214,0,0.308349829,0.022404175,0.551570892,76.68745422,77.07995921,486645.0135,4968491.652,0.076528301,0
2204,2205,0.017357676,0.030398417,0.006925083,0.001798723,0.000269808,0.000989298,0.379260725,0.023383398,0.251821207,0.003237701,0.00395719,0.224030938,0.011152082,0.031117906,0.014299847,1.339392662,458.1203308,53.33213418,407587.1181,4696536.742,0.933891841,0
2205,2206,0,0,0,0,0,0,0.31732326,0.312736104,0.355369671,0.010343587,0.001169275,0,0,0.002158662,0.000899442,0.55267489,781.6395874,8.0649997,594161.5001,4860975.181,0.607132922,0
2206,2207,0,0,0,0,0,0.000809717,0.374089069,0.423931624,0.167161493,0.033918129,9.00E-05,0,0,0,0,0.63369596,894.8302612,25.70100465,603648.3331,4892597.957,0.052209881,0
2207,2208,0.000360036,0.022322232,0.017191719,0.004140414,0.000180018,0.003510351,0.476237624,0.144194419,0.276777678,0.013051305,0.003240324,0.011611161,0,0.022952295,0.004230423,1.003763676,302.6904297,42.87428743,603648.3331,4924220.734,0.538844661,0
2208,2209,0.000630631,0.055405405,0.004954955,0.000900901,0,0,0.56036036,0.103243243,0.23954955,0.00036036,0.001441441,0.031531532,0,0.001621622,0,1.043409467,604.3371582,49.00900901,233661.8469,4661751.688,0.599475354,0
2209,2210,0.015390154,0.12402124,0.167671677,0.117721177,0.055710557,0.000180002,0.239762398,0.023130231,0.014940149,0.001620016,0.001890019,0.005400054,0,0.203222032,0.029340293,6.347965717,7.315231323,37.7403774,657407.0533,4513124.638,0.412825736,9
2210,2211,0.000539277,0,0,0,0,8.99E-05,0.087632572,0.639762718,0.224878663,0.000359518,0.000629157,0,0,0.037569657,0.008538558,0.566992879,422.4992371,14.02121158,606810.6107,4867299.736,0.569125222,0
2211,2212,0.009192502,0.191780822,0.139509733,0.045872386,0.008651766,0.00036049,0.289473684,0,0.023431867,0.002162942,0.005497477,0.118421053,0.114365537,0.047855083,0.003424658,1.70565474,159.6835938,64.07714492,202039.0703,4788242.794,0.431151227,3
2212,2213,0.002969228,0.045438186,0.009987403,0.003239158,0.000179953,0.00053986,0.191920101,0.074950513,0.25715314,0.001799532,0.004408854,0.283336333,0.103563074,0.01430628,0.006208386,1.551589251,497.2354736,74.17071561,303231.9554,4683887.632,0.089355804,3
2213,2214,0.010073754,0.058553697,0.048389998,0.013581579,0.001888829,0.000359777,0.601636985,0.010073754,0.029051988,0.007375427,0.002698327,0.160640403,0.000989387,0.051627991,0.003058104,2.367991686,145.3557739,88.86490376,597323.7778,4645940.3,0.64961035,0
2214,2215,0.000269808,0.03849267,0.003687382,0.000629553,0,0,0.376202896,0.153790809,0.294630812,0.021404803,0.002967893,0.085709147,0,0.022214228,0,1.426036716,583.3426514,57.85892017,559376.4458,4709185.853,0.286599574,0
2215,2216,0,0.034985161,0.002788021,0.000719489,8.99E-05,0,0.47504272,0.0298588,0.282759241,0.002068531,0.000359745,0.166921486,0,0.00395719,0.000449681,1.439635396,444.7298279,39.45198909,458183.5607,4680725.354,0.132939834,0
2216,2217,0,0.030600306,0.016110161,0.003690037,0.000720007,0,0.028620286,0.000450005,0.000810008,9.00E-05,0.000630006,0.054810548,0.609936099,0.248942489,0.004590046,1.682889581,205.1777802,12.900129,350666.1202,4737646.352,0.223076364,2
2217,2218,0.029979768,0.070259334,0.048188339,0.007356998,0.000183925,0,0.438844951,0.001287475,0.055177488,0.006437374,0.008276623,0.04450984,0.277910612,0.008092698,0.003494574,0.709011257,201.3210907,109.6805837,113764.7432,4692637.403,0.439742555,1
2218,2219,0.189718702,0.016716096,0.000179743,0,0,0,0.198166622,0.491597016,0.079536263,0.001437944,0.00179743,0.001168329,0,0.014738923,0.004942932,1.008217454,214.9445953,29.83733261,613135.1661,4823027.849,0.147495953,3
2219,2220,0.000180278,0.035965387,0.022714981,0.003966108,0.000721111,9.01E-05,0.286821705,0.001892915,0.06003245,0,0.003154858,0.183973319,0.276005048,0.120335316,0.004146385,1.399799347,117.4571228,72.53169882,214688.1809,4794567.35,0.391096474,0
2220,2221,0.00233834,0.033636118,0.00233834,0.000629553,8.99E-05,0,0.292022664,0.476931379,0.076355787,0.054501304,0.020955122,0.001618851,0,0.037863117,0.000719489,1.157043219,357.7319336,58.09874989,477157.2266,4823027.849,0.811051002,0
2221,2222,0.003675539,0.400760456,0.156653992,0.136375158,0.04347275,0.00278834,0.175918885,0.006717364,0.033840304,0.000506971,0.006844106,0.015716096,0,0.016730038,0,4.298173428,89.63832855,82.17152514,609592.4484,4544507.914,0.674371833,1
2222,2223,0.004047127,0.053242198,0.019965824,0.001618851,0,0.000359745,0.598884792,0.041010882,0.172047846,0.003597446,0.000809425,0.081572084,0,0.020145697,0.002698084,1.208153486,579.8550415,67.78187487,534078.2245,4677563.076,0.448655919,0
2223,2224,0.002878216,0.081939198,0.046591114,0.014840799,0.004407267,0,0.42948372,0.011332974,0.051358158,0.00998381,0.003597769,0.117557115,0.111710739,0.113329736,0.000989387,1.632196188,111.7945633,90.87365833,372802.0639,4797729.627,0.873502939,18
2224,2225,0.015825915,0.02985343,0.00080928,0.00017984,0,8.99E-05,0.512633756,0.216257531,0.123100441,0.007912957,0.018613434,0.00053952,0,0.072025897,0.002158079,0.760841966,343.2476501,55.51059557,521429.1139,4936869.844,0.554448662,0
2225,2226,0.058458494,0.052522709,0.019875888,0.002158467,8.99E-05,0.002518212,0.41811314,0.120694307,0.251821207,0.000629553,0.001259106,0.042539797,0,0.01960608,0.009713104,1.100108624,497.538269,59.95743022,524591.3916,4664913.966,0.062954625,0
2226,2227,0.045769265,0.049725744,0.008092797,0.004495999,0.00017984,0.00026976,0.298534304,0.084165093,0.174354824,0.0013488,0.00143872,0.211401852,0.033540149,0.082007014,0.004675839,1.404292345,421.6468506,58.89758115,511942.2809,4737646.352,0.502676652,5
2227,2228,0.002608617,0.026715841,0.001439237,0.000179905,0,0,0.357920302,0.316182423,0.040928308,0.010794279,0.015651705,0.044616353,0.008725376,0.17369794,0.000539714,1.122872114,163.4152985,89.41261132,436047.6171,4794567.35,0.204188311,0
2228,2229,0.000179969,0.067308558,0.009448394,0.000989832,0.000179969,0,0.273193557,0.014667507,0.031314677,0.00305948,0,0.149464591,0.27688293,0.171690813,0.001619725,1.789182305,146.0388947,80.53630883,334854.732,4778755.961,0.029286097,0
2229,2230,0.009443295,0.052162964,0.011691699,0.001798723,0.000539617,0,0.244626315,0.011331954,0.019785952,0.008453998,0,0.191653926,0.256677759,0.187247055,0.004586743,1.691072822,132.8977814,62.6854933,369639.7862,4772431.406,0.30966939,0
2230,2231,0.147508545,0.062061522,0.005396654,0.00062961,8.99E-05,0.011602806,0.273970139,0.095520777,0.288810937,0,0.003058104,0.043892786,0,0.06287102,0.004587156,1.480009317,228.2360535,66.64867782,562538.7235,4642778.022,0.35097652,4
2231,2232,0.000539568,0.038579137,0.002158273,0.000629496,0,0.000989209,0.51528777,0.055755396,0.077338129,0.00323741,0.000899281,0.073291367,0.01897482,0.200359712,0.011960432,1.172770977,181.567276,78.56714628,499293.1703,4936869.844,0.959738531,0
2232,2233,0.010889129,0.04274658,0.012419006,0.003419726,0.001259899,0.000269978,0.220302376,0.000989921,0.02537797,0.001709863,0.000269978,0.180885529,0.308945284,0.181965443,0.008549316,1.443836451,128.452179,58.55531557,334854.732,4785080.517,0.13801109,0
2233,2234,9.00E-05,0.049928032,0.006207269,0.000989565,0,0,0.58618208,0.015293271,0.182259806,0.013673983,0.000449802,0.136379993,0,0.006297229,0.00224901,1.529409647,437.786438,57.24481228,366477.5086,4668076.243,0.664902231,0
2234,2235,0,0.043712898,0.003687714,0.001079331,8.99E-05,0,0.272531031,0.074203994,0.185824789,0.001169275,0,0.385411045,0.013941356,0.016639683,0.00170894,1.432237387,429.8925171,53.27696828,467670.3937,4712348.13,0.059510425,0
2235,2236,0.000899685,0.051821862,0.020872695,0.00422852,0.00062978,0,0.162303194,0.006837607,0.069275753,0.001169591,9.00E-05,0.451012146,0.175078722,0.051731894,0.004048583,2.015398979,386.0006714,50.77222972,366477.5086,4702861.298,0.248946816,0
2236,2237,0.040280525,0.144488401,0.111490739,0.101150872,0.037223521,0.000179824,0.13154109,0.082179464,0.027962597,0.005844273,0.005214889,0.147635317,0.026973566,0.128933645,0.008901277,1.118349314,114.5407486,64.73655817,486644.0597,4936869.844,0.577987416,35
2237,2238,0,0.014756163,0.018985064,0.005848479,0.002969228,0.001529602,0.192190031,0.088896887,0.266780637,0.009447544,0.018355228,0.310869174,0.032391578,0.031491812,0.005488573,0.762373805,222.4097137,56.56529302,638433.3873,4747133.185,0.116834978,0
2238,2239,9.02E-05,0.056818182,0.007936508,0.00225469,9.02E-05,0,0.38771645,0.061147186,0.265692641,0.009108947,0.000901876,0.183982684,0.024260462,0,0,1.449580312,377.4388123,65.68662819,154604.9053,4706023.575,0.938849127,3
2239,2240,0.009985606,0.024019431,0.028517452,0.009805685,0.000539763,0,0.390878014,0.001349406,0.011514933,0.012054696,0.01079525,0.31036344,0.150323858,0.036523929,0.003328535,1.100105882,314.6464539,57.78457479,619459.7214,4639615.744,0.006195692,0
2240,2241,0,0.026531163,0,0,0,0,0.805108373,0.05063405,0.065383578,0.01609857,0.001079234,0,0,0.033726055,0.001438978,0.58592993,569.1506348,44.72824295,549889.6129,4933707.567,0.166271609,0
2241,2242,0.004678784,0.053086198,0.010977146,0.002879251,9.00E-05,0,0.381320857,0.006028433,0.023123988,0.007378082,0.000449883,0.050206946,0.225031492,0.225391398,0.009357567,1.478418112,130.2585907,92.13604463,360152.9533,4785080.517,0.244319122,0
2242,2243,8.99E-05,0.047841727,0.022122302,0.019244604,0.011420863,0.002158273,0.698111511,0.002607914,0.019064748,0.010611511,0.015557554,0.129856115,0,0.019964029,0.001348921,1.693223953,249.2808533,83.00359712,619459.7214,4598506.135,0.459230659,3
2243,2244,0.001169275,0.001439108,0.009444145,0.007735204,0,0,0.570426336,0.055495593,0.307519338,0,8.99E-05,0.025544163,0.000719554,0.020417341,0,1.512673259,495.5023499,17.14936739,505617.7256,4702861.298,0.669339724,0
2244,2245,0.001440274,0.052119903,0.004500855,0.000990188,0.000180034,0,0.421820146,0.036816995,0.157980016,0.006121163,0.001620308,0.048069133,0.253038077,0.012692412,0.002610496,1.577698588,495.8546143,60.8815675,296907.4001,4718672.686,0.585272636,0
2245,2246,0.144334532,0.045863309,0.017176259,0.005665468,0.000629496,0,0.461870504,0.08381295,0.140377698,0,0.001438849,0.021672662,0,0.072661871,0.004496403,0.712314069,516.5513916,48.71103118,540402.7798,4778755.961,0.550205809,17
2246,2247,0.012505623,0.030589294,0.027710301,0.006567701,0.001169591,0.010076473,0.051282051,0.461988304,0.162843005,0.013045434,0.013225371,0.137201979,0,0.061808367,0.009986505,0.864706337,250.7921448,72.72454641,600486.0554,4911571.623,0.746612723,0
2247,2248,0.00063012,0.055180484,0.006031146,0.000180034,9.00E-05,0,0.460707534,0.037717166,0.183634891,0.00405077,0.002430462,0.174543163,0.054910433,0.017823386,0.002070393,1.567871809,596.6157837,72.58379092,306394.233,4712348.13,0.658090401,1
2248,2249,0.008541629,0.017982377,0.017712642,0.005844273,0.000899119,0.000449559,0.263172091,0.003956123,0.002697357,0.008181982,0.002967092,0.250134868,0.36270455,0.046844093,0.007912246,1.886634588,312.4993896,40.10070131,436047.6171,4867299.736,0.337023842,0
2249,2250,0.000179921,0.048308744,0.021680461,0.002788773,9.00E-05,9.00E-05,0.477689816,0.020870817,0.032205829,0.016102915,0.000179921,0.185588341,0.184598777,0.007556675,0.00206909,1.647863746,448.861145,63.69197553,398100.2852,4731321.796,0.188630367,16
2250,2251,0.0005402,0.04159539,0.002340866,0.0002701,0,0,0.432429999,0.099306743,0.309804628,0.000990366,0.001530566,0.092824345,0.018366796,0,0,1.498034835,496.5209656,51.28897692,290582.8447,4683887.632,0.668693937,0
2251,2252,0.005395198,0,0,0,0,0,0.165542667,0.444924018,0.107903965,0.006474238,0.00017984,0,0,0.268141354,0.00143872,0.639400482,466.2249146,62.79411324,530915.9469,4911571.623,0.426940568,0
2252,2253,0.005756949,0.071692003,0.008095709,0.00152919,0.000359809,0.000629666,0.4700009,0.039489071,0.240892327,0.000539714,0.001439237,0.119456688,0,0.035890978,0.004227759,1.355151892,470.4215698,77.14911097,439209.8947,4706023.575,0.036376281,31
2253,2254,0.002340234,0.038793879,0.030873087,0.005310531,0.000720072,0,0.424032403,0.096849685,0.106660666,0.001170117,0.002520252,0.224932493,0.031683168,0.033753375,0.000360036,1.863576889,161.278717,72.75727573,613135.1661,4680725.354,0.44097844,2
2254,2255,0.006294964,0.264118705,0.199910072,0.130935252,0.044694245,0.00557554,0.297482014,0.000989209,0.005215827,0.001618705,0.002338129,0.013129496,0,0.027607914,8.99E-05,3.581700087,92.11521912,82.31414868,581512.3895,4598506.135,0.153686659,1
2255,2256,0,0.046047306,0.007284828,0.00116917,8.99E-05,0,0.309290404,0.093713463,0.131306772,0.007824445,0.013040741,0.209371346,0.091824804,0.087867614,0.00116917,1.421164393,405.0835571,72.45855443,461345.8384,4731321.796,0.728951853,0
2256,2257,0.781505802,0.068543672,0.038319691,0.043446973,0.017900513,0.000629666,0.024287128,0.00503733,0.013312944,9.00E-05,0,0.003598093,0,9.00E-05,0.003238284,5.626820564,7.131897926,18.59014722,594161.5001,4554234.247,0.609559225,1
2257,2258,0,0.028308691,0.00018031,0.00018031,0,0,0.70230797,0.024882798,0.16263974,0.056978002,0.000631085,0.011900469,0.011990624,0,0,1.204131007,601.4221802,34.76980406,179903.1266,4674400.799,0.410241151,0
2258,2259,0.002428276,0.042180052,0.017987229,0.002788021,8.99E-05,0.001888659,0.169799442,0.097850526,0.291123302,0.007734508,0.036693947,0.251011782,0,0.067092364,0.011331954,2.145042658,418.3818665,77.01531912,575187.8341,4724997.241,0.003206094,0
2259,2260,0.001709402,0.075843455,0.058389564,0.015384615,0.001709402,0.000719748,0.299595142,0.006837607,0.033108412,0.012865497,0.005218174,0.131533963,0.343589744,0.01331534,0.000179937,1.541323543,199.200058,53.44129555,347503.8426,4728159.519,0.829177145,2
2260,2261,0.026173772,0.019517899,0.027792768,0.011063141,0.000719554,0,0.472746897,0.007105595,0.023745278,0.001978773,0.007195539,0.17925886,0.086796186,0.124302932,0.011602806,0.872948825,281.0655823,52.94717275,622621.9991,4649102.577,0.478722785,1
2261,2262,0.000539568,0.026079137,0.005035971,0.001708633,0.000629496,0,0.114208633,0.067715827,0.016276978,0.003417266,0.001978417,0.23102518,0.152068345,0.341276978,0.038039568,1.146814823,107.0475235,50.17985612,477157.2266,4946356.677,0.286248056,0
2262,2263,0.031286629,0.034262014,0.00450816,0.001262285,9.02E-05,0.008295014,0.281579659,0.045081598,0.374628077,0.00423767,0.00649175,0.083220629,0.118203949,0.003606528,0.003245875,1.214374542,351.6300354,63.53499835,179903.1266,4706023.575,0.514312708,7
2263,2264,0,0.049010791,0.008093525,0.001348921,0,0,0.406294964,0.039298561,0.184442446,0.005755396,0.000359712,0.273201439,0.010611511,0.020863309,0.000719424,1.516882658,420.5567932,72.63189448,464508.116,4693374.464,0.237150839,0
2264,2265,0.007386722,0.08530763,0.005224755,0.000720656,0.000180164,0,0.376452572,0.01324205,0.077380416,0.003513197,0.001711558,0.26366994,0.099630664,0.06206648,0.003513197,1.418473959,397.5523987,73.2967,227337.2915,4750295.462,0.321101472,0
2265,2266,0.00117096,0.050891731,0.03990272,0.008557017,0.000720591,0,0.057917492,0,0.009998199,0.000900739,0.000540443,0.110700775,0.489101063,0.197081607,0.032516664,1.778312683,191.8605347,30.47498949,249473.2351,4775593.684,0.535149132,4
2266,2267,0.006575392,0.163754279,0.098720951,0.098720951,0.020176545,0.000630517,0.40830481,0.011709602,0.081066475,0.000720591,0.001531256,0.046117817,0.015222482,0.04386597,0.002882364,1.065652013,143.8813934,63.74226866,527755.654,4579534.491,0.08160282,0
2267,2268,0.000989654,0.021952317,0.015474584,0.002159244,9.00E-05,0,0.619163293,0.000539811,0.006477733,0.006567701,0.002339181,0.213585245,0.07071525,0.033468286,0.006477733,1.308556318,263.1002502,63.75768481,616297.4438,4642778.022,0.164570554,0
2268,2269,0,0.023565389,0.017719014,0.005126821,0.000989387,8.99E-05,0.193829826,0.066198957,0.129969419,0.001888829,0.005936319,0.275589135,0.102086706,0.173592373,0.003417881,1.046483159,201.7602997,89.28464352,559376.4458,4971654.899,0.67603345,0
2269,2270,0.190450499,0.018073914,0.00116896,0.001888319,0.00026976,8.99E-05,0.515691035,0.043341426,0.171837065,0.007643198,0.003686719,0,0,0.042711986,0.003147199,0.277047276,607.2442627,44.66025238,524591.3916,4864137.458,0.911754292,0
2270,2271,0.001079234,0,0,0,0,0,0.799082651,0.067811854,0.032017268,0,0.000179872,0,0,0.099559313,0.000269808,0.581292927,543.5877686,24.1928231,559376.4458,4936869.844,0.028251227,3
2271,2272,0,0.03111231,0.008902077,0.003057279,0.00035968,0,0.198813056,0.071396457,0.029673591,0.009261757,0.016904955,0.232083446,0.15556155,0.206366334,0.036507508,0.985375106,103.8371429,72.23571022,477157.2266,4952681.233,0.392681443,0
2272,2273,0.01448493,0.107422402,0.078812416,0.050652272,0.020512821,0.006837607,0.408996851,0.006117859,0.015384615,0.003328835,0.007467386,0.138551507,0.028969861,0.107602339,0.0048583,3.32434392,114.2916718,90.35837457,600486.0554,4614317.523,0.940012907,1
2273,2274,0.00098912,0.033989749,0.025717112,0.006024638,0.00035968,0,0.316967899,0.008812157,0.047927345,0.004316159,0.002247999,0.441057459,0.0639331,0.044870066,0.002787519,1.670889616,238.8775787,54.9111291,508780.0032,4766106.851,0.751156438,1
2274,2275,0.000269784,0.023830935,0.003327338,0.000269784,8.99E-05,0,0.788938849,0.001079137,0.068615108,0.003417266,0.006744604,0.099370504,0,0.003956835,8.99E-05,1.276659369,672.338623,37.11031175,521429.1139,4677563.076,0.66615825,0
2275,2276,0.002046106,0.051834675,0.003410176,0.000409221,0.000136407,0.000409221,0.405128905,0.005729096,0.081162188,0,0.000545628,0.403082799,0.026462965,0.009548493,0.010094121,1.307776093,507.2091064,56.56345201,338020.9727,4652803.232,0.653532567,0
2276,2277,0.001079525,0.06243253,0.0043181,0.000539763,0,0.000899604,0.351475351,0.046059734,0.283735157,0.011694854,9.00E-05,0.226970133,0,0.007736596,0.002968694,1.435175419,384.4393311,74.30730479,394938.0075,4674400.799,0.78792148,0
2277,2278,0.025899281,0.053327338,0.0125,0.004676259,0.000359712,0.000179856,0.364748201,0.163309353,0.060161871,0.003327338,0.011241007,0.101888489,0.020323741,0.167805755,0.010251799,1.138164282,116.1436996,102.9976019,508780.0032,4952681.233,0.243084027,0
2278,2279,0.992623246,9.00E-05,0,0,0,0,0.005487585,0.000179921,0.001349406,0,0.000269881,0,0,0,0,1.900252104,112.3399506,1.589300708,417073.9511,4785080.517,0.274296502,0
2279,2280,0,0.130161015,0.022398129,0.005487092,0.000989476,0,0.214176486,0.002158856,0.007825852,0.016101466,0.005756949,0.267158406,0.297562292,0.027345507,0.002878474,1.598958373,462.058075,46.65527271,401262.5628,4743970.907,0.35771561,1
2280,2281,0.066096679,0.083525156,0.019072673,0.005919106,0.000328839,0.013153568,0.409075962,0.106215061,0.042420256,0.007892141,0.00822098,0.046366327,0,0.12298586,0.068727392,1.125337958,80.64779663,81.77134714,402331.1348,4822636.536,0.464107557,2
2281,2282,0.002068531,0.166471805,0.269268819,0.112869862,0.020865186,0.007194892,0.134004857,0.072668405,0.095602122,0.002068531,0.010792337,0.028150013,0,0.072848278,0.00512636,2.526283264,119.1897964,71.73906526,594161.5001,4766106.851,0.620025079,2
2282,2283,0.036777268,0.128405719,0.096574049,0.136138836,0.075622696,0.006294398,0.148457872,0.06384318,0.043521266,0.053502383,0.114018524,0.059886701,0.016275515,0.019422714,0.00125888,1.755017996,201.8421173,60.57608728,442372.1724,4876786.569,0.909369907,1
2283,2284,0.002252455,0.047121362,0.00702766,0.002973241,0.000540589,0,0.251193801,0.01558699,0.0502748,0.004595009,0.00099108,0.046400577,0.543111992,0.025317596,0.002612848,1.391988993,459.3224487,47.06129681,233661.8469,4743970.907,0.357786267,0
2284,2285,0.001348921,0.055665468,0.028417266,0.023651079,0.001798561,0.001798561,0.594694245,0.07176259,0.129496403,0.002967626,0.009622302,0.060521583,0,0.017176259,0.001079137,1.800912619,232.224884,74.3705036,619459.7214,4699699.02,0.762364335,3
2285,2286,0.078410215,0.009531517,0.005395198,0.00152864,0,0,0.615861883,0.135509397,0.057099182,0.001888319,0.00017984,0,0,0.090819171,0.003776639,0.334071249,612.4846191,19.93226029,553051.8905,4838839.237,0.429443845,12
2286,2287,0.006117859,0.032748538,0.007467386,0.001619433,0.000179937,0.000899685,0.27188484,0.052991453,0.269455691,0.0260009,0.001259559,0.240665767,0.048852901,0.020242915,0.019613135,1.326682925,427.4845581,68.40605788,413911.6734,4687049.909,0.844214539,0
2287,2288,0.024107223,0.06422596,0.018530179,0.003598093,9.00E-05,0.000539714,0.348835117,0.119456688,0.018889988,0.01817037,0.005666996,0.151299811,0.050913016,0.166501754,0.009175137,1.012138367,86.83035278,88.81292915,407587.1181,4835676.959,0.87818556,0
2288,2289,0.202140095,0.027155831,0.020142074,0.006384318,0.00098912,0.00053952,0.417228666,0.016994875,0.039205107,0.002068159,0.001888319,0.098911968,0.011509756,0.110151965,0.044690226,2.069419384,23.0975666,67.58984504,600486.0554,4696536.742,0.959454749,0
2289,2290,0.013749754,0.049106266,0.027106659,0.004714202,0.0007857,0.008446278,0.336083284,0,0.259281084,0.002357101,0.015714005,0.044392064,0.193675113,0.044588489,0,1.178027272,194.666687,74.51057422,154790.1169,4717849.728,0.123937407,0
2290,2291,0.150179856,0.05044964,0.021133094,0.010341727,0.001708633,8.99E-05,0.328147482,0.158633094,0.164748201,0,0.002248201,0.004316547,0,0.102428058,0.00557554,0.945229411,466.3985901,48.26139089,540402.7798,4775593.684,0.665676698,1
2291,2292,0.011786935,0.075400396,0.058304841,0.048137484,0.007018175,0.000719813,0.69749865,0.000179953,0.013676444,0.001889509,0.007558035,0.008007918,0,0.065502969,0.004318877,2.77320528,238.6958008,103.9829644,609972.8884,4595343.857,0.860389399,1
2292,2293,0.003417881,0.003867602,0,0,0,0,0.567368232,0.281525454,0.125921928,0,0.002698327,0,0,0.011872639,0.003327937,0.557051361,548.1782837,10.37356839,584674.6672,4857812.903,0.127307517,0
2293,2294,0.000539957,0.052195824,0.009449244,0.001079914,0,0,0.543286537,0.026097912,0.131299496,0.014218862,0,0.15262779,0.026907847,0.035367171,0.006929446,1.613920569,405.0910034,68.48452124,312718.7883,4724997.241,0.613027943,0
2294,2295,0.002788021,0.139580898,0.058728303,0.034895224,0.008813742,8.99E-05,0.415954672,0.041910244,0.063135174,0.025721738,0.017447612,0.139940642,0.036424139,0.014389783,0.000179872,2.772896767,182.0717926,76.38576611,477157.2266,4778755.961,0.726286647,16
2295,2296,8.99E-05,0.029673591,0.011060156,0.001708479,0.00017984,0,0.759643917,0.007823037,0.03273087,0.007283518,0.008722237,0.135869077,0,0.004675839,0.00053952,1.260451913,643.3536987,57.21907502,521429.1139,4680725.354,0.870133607,24
2296,2297,0.171387465,0.00017984,8.99E-05,0,0,0.00017984,0.597608129,0.118154842,0.104487007,0.003057279,0.002607679,0,0,0.002247999,0,0.438955933,591.152771,10.6105566,553051.8905,4876786.569,0.58809129,0
2297,2298,0.000629496,0.044244604,0.015197842,0.002877698,0.000359712,0,0.145413669,0.110341727,0.36897482,0.015467626,0.017446043,0.195323741,0,0.073291367,0.010431655,1.976251602,357.5021057,65.37769784,565701.0011,4740808.629,0.720296937,0
2298,2299,0.019256726,0.048681724,0.045712229,0.007288761,0.000179969,0.000179969,0.352200126,0.020606497,0.038963376,0.010618195,0.000629893,0.081346171,0.273553496,0.097813372,0.002969495,1.982184052,156.2955933,67.36854735,341179.2873,4756620.018,0.789045741,0
